Title,Year,DOI,PMID,Journal,Abstract,Source
Preparation and characterization of F-protein vesicles isolated from Sendai virus by means of octyl glucoside.,1986,10.1016/0005-2736(86)90093-3,3008840,Biochimica et biophysica acta,"We have demonstrated that Triton X-100 is always present in F-protein vesicles at concentrations that can provoke cell lysis. In order to avoid any misinterpretation of the fusogenic capacity of this protein, we solubilized the Sendai virus using octyl glucoside, which can be totally removed from the F protein preparation in less than 16 h by dialysis in the presence of absorbent beads. F-glycoprotein preparations preserved their ability to lyse erythrocytes in the presence of lectins and to induce cell-vesicle fusion as demonstrated by ESR studies. These vesicles were characterized by electron microscopy and SDS-polyacrylamide gel electrophoresis. Lipid analysis of these preparations by thin-layer chromatography indicated that they had the same proportion of lipids as virus envelopes, with slight variations in the sphingomyelin content and the cholesterol/phospholipid molar ratio. F-protein vesicles of different sizes can be obtained by adding exogenous lipids before detergent removal. The hemolytic activity of the vesicles was retained over a large range of lipid concentrations. We conclude that F-protein vesicles prepared with octyl glucoside are convenient tools for studying the fusogenic mechanism of this protein and improving the fusion process between liposomes and cells.",PubMed
pH-dependent lysis of liposomes by adenovirus.,1986,10.1021/bi00356a057,3754765,Biochemistry,"Purified adenovirus induced a dose-dependent release of the water-soluble markers calcein and carboxyfluorescein from liposomes. Marker release was strongly dependent on pH, and at temperatures below 5 degrees C, the rate of release showed an optimum at a pH of about 6. This pH dependence parallels disruption of endocytic vesicles by adenovirus and the permeabilization that adenovirus induces on the cell surface. There did not seem to be a striking dependence on the lipid composition of the liposomes. Electron microscopy using a negative stain shows liposomes bound to adenovirus. In some cases, the liposomes were still intact, but many liposomes, which were attached to the vertices of the virus, appeared lysed. These data support the notion that adenovirus, which enters the host cell by receptor-mediated endocytosis, gains access to the cytoplasm by a subsequent pH-dependent disruption of the membrane of the endocytic vesicle.",PubMed
Phage adsorption and productive lysis in stable protoplast type L-forms of Bacillus subtilis and Streptomyces hygroscopicus.,1986,10.1002/jobm.3620260106,3083088,Journal of basic microbiology,"Transferable productive lysis in stable protoplast type L-form cells of Bacillus subtilis was produced by 6 phages out of 14 strains virulent for the parent B. subtilis 170 and 1997. Most of these phages lytic for L-forms show the phi 29 morphology characteristic for the smallest B. subtilis phages containing double-stranded DNA. Among 31 actinophages, 23 of which were virulent for Streptomyces hygroscopicus, only SLE 109 and phi c 31 gave productive infection of the stable protoplast type L-form of S. hygroscopicus NG 33--354. Electron microscopic investigation and treatment by DNAse demonstrated that infection of L-form cells is an adsorption-injection process, and that it is not caused by transfection of free phage DNA or endocytotic uptake of phage particles. Because in both stable L-forms cell wall biosynthesis is blocked irreversibly the results allow the conclusion that specific receptors must be localized in the cytoplasmic membrane for those phages producing transferable lysis in protoplast type L-forms. Localization of receptors for certain phages in the cytoplasmic membrane seems to occur in many Gram-positive bacteria, but not in Gram-negative bacteria.",PubMed
Detection of c-abl tyrosine kinase activity in vitro permits direct comparison of normal and altered abl gene products.,1985,10.1128/mcb.5.11.3116-3123.1985,3879812,Molecular and cellular biology,"The v-abl transforming protein P160v-abl and the P210c-abl gene product of the translocated c-abl gene in Philadelphia chromosome-positive chronic myelogenous leukemia cells have tyrosine-specific protein kinase activity. Under similar assay conditions the normal c-abl gene products, murine P150c-abl and human P145c-abl, lacked detectable kinase activity. Reaction conditions were modified to identify conditions which would permit the detection of c-abl tyrosine kinase activity. It was found that the Formalin-fixed Staphylococcus aureus formerly used for immunoprecipitation inhibits in vitro abl kinase activity. In addition, the sodium dodecyl sulfate and deoxycholate detergents formerly used in the cell lysis buffer were found to decrease recovered abl kinase activity. The discovery of assay conditions for c-abl kinase activity now makes it possible to compare P150c-abl and P145c-abl kinase activity with the altered abl proteins P160v-abl and P210c-abl. Although all of the abl proteins have in vitro tyrosine kinase activity, they differ in the way they utilize themselves as substrates in vitro. Comparison of in vitro and in vivo tyrosine phosphorylation sites of the abl proteins suggests that they function differently in vivo. The development of c-abl kinase assay conditions should be useful in elucidating c-abl function.",PubMed
Isolation and characterization of the bacteriophage T4 tail-associated lysozyme.,1985,10.1128/JVI.54.2.460-466.1985,3157805,Journal of virology,"Direct evidence has been obtained that the tail-associated lysozyme of bacteriophage T4 (tail-lysozyme) is gp5, which is a protein component of the hub of the baseplate. Tails were treated with 3 M guanidine hydrochloride containing 1% Triton X-100, and the tail-lysozyme was separated from other tail components by preparative isoelectric focusing electrophoresis as a peak with a pI of 8.4. The molecular weight as determined from sodium dodecyl sulfate electrophoresis was 42,000. The tail-lysozyme was unambiguously identified as gp5 when the position of the lysozyme was compared with that of gp5 of tube-baseplates from 5ts1/23amH11/eL1ainfected Escherichia coli cells by two-dimensional gel electrophoresis. The tail-lysozyme has N-acetylmuramidase activity and the same substrate specificity as gene e lysozyme; the optimum pH is around 5.8, about 1 pH unit lower than for the e lysozyme. We assume that the tail-lysozyme plays an essential role in locally digesting the peptidoglycan layer to let the tube penetrate into the periplasmic space. The tail-lysozyme is presumably also responsible for ""lysis from without.""",PubMed
[Ultrastructural organization of liposomes and isolated glycoproteins of enveloped viruses obtained by using the nonionic detergent MESK].,1985,,2996239,Voprosy virusologii,"Materials on comparative ultrastructural analysis of isolated glycoproteins (GP) of influenza, parainfluenza, and Venezuelan equine encephalomyelitis viruses as well as liposomes reconstructed on their basis prepared with the use of MECK, a nonionic detergent, are presented. Original virions, subvirion particles, and isolated GP were characterized by typical morphology and remained intact in highly purified and concentrated suspensions owing to the use of the sparing and effective method of treatment with MECK. After removal of the detergent typical micellar aggregates were shown to form from GP monomers for all three viruses under study. The forming rosettes morphologically and biologically are similar to those isolated from ortho-, paramyxo-, and togaviruses using the Triton X-100 detergent. Stages of liposome formation and interaction with cell membrane were studied electron microscopically. A common feature for liposomes from GP of all the three viruses consisted in the formation of two morphological variants of structural complexes: filaments of various lengths and composition in them of GP and vesicles, the arrays of GP in which were similar or identical to those of viral membrane. Liposomes from Sendai virus GP possessed hemolytic activity, however, their interaction with the cell studied by means of the immunoferritine label occurred not by fusion but apparently as a result of destruction of the cell membrane at the sites of protein F contact with plasmalemma and formation in the latter of defects leading to erythrocyte lysis.",PubMed
[Enhanced formation of plaque in RNA phages/bacteria systems under the effect of surface-active preparations].,1985,10.1002/jobm.3620250113,3923185,Journal of basic microbiology,"The effect of 21 surfactants on the plaque formation was tested in three RNA-phages/Escherichia coli systems and in one RNA-phage/Pseudomonas aeruginosa system. Especially anionic detergents proved to be able to influence the plaque formation substantially. In high concentrations of Metaupon, Fekunil 602, Fekunil S-BA, Emulgator W 270, and Emulgator O-BA the plaque formation by the phages M 12 and f2 was inhibited and in low concentrations it was promoted. In the system Q beta/E. coli AB 301 the effect of the detergents mentioned was restricted to the prevention of the appearance of plaques. The detergent E 30 brought about only plaque inhibitions, too, in all used RNA-phages/E. coli systems. The treatment with effective detergents in the system PP7/P. aeruginosa, however, increased only the number of plaques. This phenomenon was evident in the formation of radiate plaque patterns in the lawn of bacteria. In the case of RNA-phages of E. coli the formation of such trains of lysis depends on the choice of the nutritive medium. The addition of the detergent Fekunil 602 at different times after the contact between phages and host bacteria affects the length of the beams of lysis. The ionogenity of surfactants seems to be of importance for the formation of radiate plaque patterns, since the tested cationic compound and the nonionic surfactants, contrary to anionic surfactants, did not cause any beams of lysis.",PubMed
Lysis protein encoded by plasmid ColA-CA31. Gene sequence and export.,1985,10.1007/BF00327516,3889552,Molecular & general genetics : MGG,"A gene, cal, coding for a polypeptide needed for the release of colicin A from Escherichia coli cells has been identified by transposon insertion. The cal gene was located on the ColA plasmid map adjacent to cai, the gene coding for colicin A immunity protein, and therefore 592 bases downstream from caa, the structural gene for colicin A. Transcription of cal is in the same direction as caa, that is in the opposite direction to cai. Its sequence has been determined and the predicted amino acid composition features a basic N-terminal end followed by a serie of hydrophobic residues similar to the signal sequence in precursors of exported proteins. The C-terminal part also contains a core of hydrophobic residues. The overall amino acid sequence of the cal protein is homologous to that of lytic proteins encoded by the related plasmids pColE1, and pCloDF13. The cal protein has been identified on urea-SDS-polyacrylamide gels by selective labelling with various radioactive amino acids and its synthesis is co-induced with that of colicin A. The cal protein undergoes slow processing with loss of the N-terminal ""signal"" region and the mature form is released into the medium together with colicin A.",PubMed
Regulation of the microfilament system in normal and polyoma virus transformed cultured (BHK) cells.,1985,10.1016/0040-8166(85)90084-9,2990068,Tissue & cell,"The content and state of actin in baby hamster kidney (BHK) cells before and after transformation with polyoma virus were examined by deoxyribonuclease assay and gel electrophoresis followed by dye elution. The actin content of the transformed cells, relative to total cell protein, was lower than that of the normal cells by 30-50%. In both the normal and transformed cells the greater part of the total actin was found on lysis to be in the monomeric state. Cytoplasmic and membrane fractions of the two cell lines were, in qualitative terms, very similar in their protein compositions. The plasma membrane isolated from the transformed cells was richer in actin than that from the untransformed, and both membrane fractions contained proteins corresponding to myosin, filamin and alpha-actinin on SDS-polyacrylamide gels. The cell extract from both the normal and transformed lines formed an actin-based gel on incubation at 30 degrees C, although the amount of the cross-linked actin was much smaller in the latter. This was a consequence not only of the lower concentration of total actin in the cell, but also, presumably, of a gross relative deficiency in the concentration or activity of filament cross-linking protein(s) in the cytoplasm. Thus, small aliquots of cytoplasmic fractions from transformed cells, when added to an excess of exogenous F-actin, were able to cross-link the filaments to a much smaller extent than those from the normal cells. A similar range of proteins was found to be associated with the actin gels formed from both cell extracts. One conspicuous difference was that a species migrating in SDS-gel electrophoresis as a doublet with a subunit molecular weight of about 58,000, and tentatively identified as intermediate filament protein, was replaced in the transformed cells by a single band. Filament cross-linking activity of the cytoplasmic fractions was enhanced by addition of Triton extracts of crude membranes, although the latter were not capable of cross-linking exogenous F-actin on their own. The effect of Triton extracts was much greater in the case of membranes from the transformed cells. The cytoplasmic fractions of BHK cells contain capping protein(s) and/or complexes of such proteins with actin; these reveal themselves by the propensity of the extracts to nucleate polymerization of exogenous G-actin. This activity was more abundant in transformed cells, despite their lower actin content. Their membranes were also more effective in nucleating G-actin polymerization, indicating the presence of a greater number of filament ends.(ABSTRACT TRUNCATED AT 400 WORDS)",PubMed
Kinetics and characterization of the proteins synthesized during infection by bacteriophage PM2.,1982,10.1099/0022-1317-60-1-135,7097247,The Journal of general virology,"Using two-dimensional gel electrophoresis, we have examined the proteins whose synthesis is stimulated in Alteromonas espejiana by infection with the membrane-containing bacteriophage PM2. In addition to four virus structural proteins, 11 non-structural proteins have been resolved and identified by their apparent isoelectric points and molecular weights. The relative rate of synthesis of each of the proteins was determined during the course of infection. Synthesis of the earliest proteins began around 10 min after infection. Synthesis of the virus structural proteins as a group did not begin until about 25 min after infection. In contrast to these structural proteins, the rate of synthesis of most of the non-structural virus proteins began to decline between 30 and 35 min after infection. This time preceded the onset of cell lysis marked by ion leakage (47 min); it corresponded to the beginning of packaging of virus DNA, removing that DNA from replication and transcription. Protein processing could not be demonstrated by pulse-chase labelling. These 15 proteins account for all of the coding capacity of the virus DNA. The virus origin of 14 of these proteins was established in an in vitro transcription-translation system programmed by PM2 DNA.",PubMed
Mode of action of colicin S8.,1982,10.1099/00221287-128-5-973,7050299,Journal of general microbiology,"The mode of action of colicin S8 has been studied and compared with that of other colicins. Two minutes after the addition of colicin S8 to bacteria a considerable proportion of the colicin is inaccessible to trypsin. Treatment of bacteria with colicin S8 renders them more sensitive to lysis by sodium dodecyl sulphate and also inhibits motility. Like colicins K and E1, colicin S8 provokes lysis of bacteria superinfected with bacteriophage T4. Colicin S8, unlike colicin E2, prevents replication of bacteriophage T4. The incorporation of isoleucine or uracil into bacteria is inhibited by colicin S8 but, unlike colicins K and E1, the effect is multiplicity-dependent. A rapid method of titration of colicin S8 is described. The results are discussed with emphasis on the possible rearrangements at the bacterial surface and the possibility that there is more than one type of specific receptor for colicin S8.",PubMed
New way to isolate simian virus 40 nucleoprotein complexes from infected cells: use of a thiol-specific reagent.,1982,10.1128/JVI.42.1.292-296.1982,6283146,Journal of virology,"A new method for the isolation of simian virus 40 nucleoprotein complexes from nuclei of lytically infected cells is described. The method is based on the addition of a thiol-specific reagent, 5'5'-dithiobis(2-nitrobenzoic acid), to lysis and extraction buffers. By inhibiting an uncoating activity during simian virus 40 extraction, 5'5'-dithiobis (2-nitrobenzoic acid) allows the use of efficient extraction buffers, such as one containing Triton X-100 and EDTA, for the isolation of native simian virus 40 minichromosomes and virion-type structures. Use of the method is illustrated by following encapsidation of simian virus 40 minichromosomes in a pulse-chase experiment. Since 5'5'-dithiobis (2-nitrobenzoic acid) is an inhibitor of many different enzymes, the 5',5'-dithiobis (2-nitrobenzoic acid) extraction technique may be useful for the isolation of not only papovaviruses but also other viruses and possibly cellular chromatin.",PubMed
Characterization of rubella virus-induced hemolysis.,1982,10.1007/BF01314884,7065903,Archives of virology,"We have characterized rubella virus-induced hemolysis, as compared to the virus-induced hemagglutination. A correlation was seen between both activities, when red blood cells from various animals were used in the assays. However the two activities of the virus exhibited different responses to treatments, like freezing and thawing, heating, and Tween 80-ether extraction. These results indicate the two-step nature of the reaction of rubella virus-induced hemolysis: virus adsorption to cells and cell lysis.",PubMed
Effect of defective phages on the cell membrane of Bacillus subtilis and partial characterization of the phage protein involved in killing.,1981,10.1099/0022-1317-56-2-275,6796649,The Journal of general virology,"In order to investigate whether defective phages of Bacillus subtilis killed sensitive bacteria by a lysis from without mechanism, the minimal number of phages required for killing was determined. This figure was found to vary with the m.o.i., giving a value of 1 on extrapolation to an m.o.i. of 0. This excluded lysis from without as the only killing mechanism, although it might play a role at high m.o.i.s. This was confirmed by experiments on leakage of ATP and u.v.-absorbing material, the uptake of oxygen and the effect of the phages on the membrane potential. Apart from a short, initial leakage of ATP, the cell membrane was not affected at low m.o.i.s. These results lead to the conclusion that at low m.o.i.s. the phages acted on a cytoplasmic component. Treatment of defective phages for 10 min at pH 2.5 resulted in breakdown of the phages without complete abolition of the killing activity. The active component, which was shown not to be DNA, could not be isolated from the mixture, but SDS gel electrophoresis of PBS X and a non-killing mutant of this phage suggested that a protein with a mol. wt. of 85000 was involved in killing.",PubMed
Asymmetric and symmetric membrane reconstitution by detergent elimination. Studies with Semliki-Forest-virus spike glycoprotein and penicillinase from the membrane of Bacillus licheniformis.,1981,10.1111/j.1432-1033.1981.tb05296.x,6972870,European journal of biochemistry,"The dissociation and reconstitution of the Semliki Forest virus membrane using the nonionic detergent octyl beta-D-glucoside was studied by sucrose density gradient centrifugation. The dissociation occurred in three stages: lysis at a free equilibrium octyl glucoside concentration of 14--18 mM, solubilization at 18--20 mM, and delipidation of the spike glycoproteins at the critical micellar concentration (22 mM) or higher. After solubilization the spike glycoproteins were present as soluble complexes with sedimentation coefficients of 19 S and 6 S. The 6-S form probably corresponded to a glycoprotein monomer complexed to detergent and the 19-S form consisted of oligomeric detergent-protein complexes. The two forms were in slow equilibrium with each other. When the soluble spike protein complexes and egg lecithin solubilized with octyl glucoside were mixed and the octyl glucoside concentration lowered either by dialysis or by dilution, reconstitution occurred. Three types of products were obtained: vesicles with 30% of the spike protein facing inwards and 70% facing outwards, vesicles with virtually all (95%) of the spike proteins pointing outwards, and small protein-rich soluble aggregates [Helenius et al. (1977) J. Cell Biol. 75, 866]. It was demonstrated that during reconstitution the symmetric vesicles were formed at 19 mM free equilibrium octyl glucoside by the association of the 6-S protein complexes with the phospholipids, and the asymmetric vesicles were formed at 10--16 mM octyl glucoside when the 19-S complexes associated with the lipids. Asymmetric membrane vesicles were also obtained when membrane penicillinase from Bacillus licheniformis was reconstituted with egg lecithin using octyl glucoside. It could be shown that the penicillinase was oligomeric at the octyl glycoside concentration where the reconstitution occurred. The results demonstrate that different mechanisms of reconstitution give rise to the symmetric and the asymmetric vesicles. The critical factor in determining the mechanism is the state of aggregation of the proteins at the octyl glucoside concentration where membranes begin to form from the solubilized lipids.",PubMed
Activation of the Sendai virus fusion protein (f) involves a conformational change with exposure of a new hydrophobic region.,1981,,6259173,The Journal of biological chemistry,"The F protein of paramyxoviruses is actively involved in the induction of membrane fusion. This fusion may be between viral and cellular membranes, as in the initiation of infection or in virus-induced lysis of erythrocytes, or between the plasma membranes of different cells. The F protein is activated by proteolytic cleavage to yield two disulfide-linked polypeptides (F1 and F2); however, its mechanism of action is not clear. In the present study, the conformations of the inactive, uncleaved precursor of glycoprotein (F0), and the active, cleaved form (F1,2) have been compared. The UV circular dichroism spectra of the two forms of the F protein indicate that cleavage results in a conformational change. Detergent-binding studies by velocity sedimentation analysis of Triton X-100-protein complexes revealed an increase in exposed hydrophobic surface of the protein on cleavage. The inactive F0 bound an estimated 27 molecules of Triton X-100/F polypeptide; these molecules are presumably bound to the hydrophobic region of the glycoprotein that anchors the spike-like protein in the virus membrane and that is common to both forms of F. The active form, F1,2, bound 67 molecules of Triton X-100. This increase in the number of detergent binding sites upon F protein activation indicates the presence of a hydrophobic region that is peculiar to the active form, and that may be of functional significance in the membrane fusion reaction.",PubMed
"Interactions between phage lambda replication proteins, lambda DNA and minicell membrane.",1981,10.1111/j.1432-1033.1981.tb05067.x,6451425,European journal of biochemistry,"Gentle methods for minicell lysis and lysate fractionation have been elaborated: lysis by T4 lysozyme without detergents, and fractionation by equilibrium sedimentation in a metrizamide density gradient, both at low ionic strength. In the lysates of phage-lambda-infected minicells the lambda DNA, trapped at a prereplicative step [Witkiewicz, H. and Taylor, K. (1979) Biochim. Biophys. Acta 564, 31-36], appeared in two peaks of different buoyant densities: as a membrane-bound and a free lambda DNA. The covalently-closed-circular form of lambda DNA appeared exclusively in the membrane fraction. The lambda-coded proteins, synthesized in lambda-infected minicells, appeared in two major fractions: as membrane-bound and as free proteins, and in one minor fraction, bound with free lambda DNA. Neither lambda protein engaged in the initiation of DNA replication was present in the fraction of free proteins: the P-gene product was membrane-associated, and the O-gene product formed a complex with free lambda DNA. The effect of high ionic strength (KCl) and of detergents (Triton X-100 and sarcosyl) on the binding of replication proteins with lambda DNA and with the membrane was studied. The non-ionic detergent, Triton X-100 caused displacement of a part of lambda DNA from the membrane to the free lambda DNA peak; both lambda replication proteins were bound with free lambda DNA. The binding of the O protein with lambda DNA was relatively stable, but was destroyed by the ionic detergent, sarcosyl.",PubMed
Murein transglycosylase from phage lambda lysate. Purification and properties.,1980,10.1016/0005-2744(80)90515-x,6448076,Biochimica et biophysica acta,"Lysates of induced E. coli (lambda) lysogens contain two enzymes acting on murein: endopeptidase and murein transglycosylase. The transglycosylase was separated from the endopeptidase and purified to homogeneity. Its bacteriolytic activity was 200-fold higher than of hen egg lysozyme. The bacteriolytic activity of the lysate depends on the presence of the enzyme. The endopeptidase alone not lyse the cells, but it enhances the extent of lysis. The properties of the transglycosylase (molecular weight 17 500, pH optimum at 6.6, inactivation by Zn2+), show that it is entirely different from the bacterial enzyme of the same specificity described by others. Data are presented, which suggest that this enzyme is the phage lambda R-gene product.",PubMed
[Improved test for the detection of reverse transcriptase of bovine leukosis virus].,1980,,6160826,Archiv fur experimentelle Veterinarmedizin,"The revertase test with exogenous matrix, poly-(rA) . oligo-(dT), for the detection of bovine leukemia virus from crude virus sediments was standardised and miniaturised. An amount of 10 ml of cell culture supernatant of short-term cultured lymphocytes (5 . 10(6) cells/ml) is quite sufficient for testing one cattle sample. The lower sensitivity limit of the test was found to be 10(6) virus particles. The test is properly reproducible, within tolerance limits of +/- 20--30 per cent, provided that optimum lysis conditions be maintained (0.01 per cent triton X-100, 20 minutes, 0--4 degrees C incubation) and under the condition that the protein quantity in 100 microliter test solution does not exceed the threshold of 3--15 micrograms. The specificity of the test is based on the use of free viruses from cell culture supernatant, the optimum temperature of the revertase reaction at 25 degrees C, which actually deviates from that for cellular DNA polymerases, that is 37 degrees C, and magnesium ion concentration which has to be optimum for bovine leucosis virus revertase. Two-hundred heads of cattle, differing by haematological status, were examined, and 56 per cent of them were, clearly, virus producers, among them 95 per cent of all animals with positively established leucosis and 36 per cent of the haematologically intact animals. Examinations of individuals have shown that in repetitive checks, carried out in intervals between two months and one week, the revertase activities varied by something between 0.5 and two magnitudes.",PubMed
Cell wall lysin as a component of the bacteriophage phi 6 virion.,1979,10.1128/JVI.30.2.489-496.1979,469991,Journal of virology,"Cell wall lytic activity was found in particles of the lipid-containing bacteriophage ø6. The activity can be extracted from the virion with Triton X-100 in the presence of salt. This treatment removes the membrane-like envelope of the virion which includes five proteins. The lysin requires detergent for in vitro activity. Virus particles formed in nonsuppressor cells by several classes of ø6 nonsense mutants contained the lysin activity; however, particles formed by a mutant (unable to make proteins P5 and P11) had very low activity; high activity was produced when particles were formed in a suppressor host. A study of the time course of the appearance of the lysin during infection showed that it appeared and increased in cells infected with wild-type virus and in suppressor cells infected with a mutant of class 511, but it did not increase in nonsuppressor cells infected with the class 511 mutant. It is concluded that protein P5 is a component of the lysin and that the role of its activity is in both early and late stages of infection. In particular, the lysin may be necessary for the passage of the infecting core of the virion through the cell wall of the bacterium, as well as in the final lysis necessary for the liberation of progeny phage. A mutant of the virus that produces a larger-than-normal protein P10 does not induce normal lysin activity in host Pseudomonas phaseolicola HB10Y, although it does in strain ERA Pseudomonas pseudoalcaligenes. This indicates that protein P5 is probably not sufficient for lysin activity, but the nature of the interaction between P5 and P10 is unknown.",PubMed
The cytoskeletal framework and poliovirus metabolism.,1979,10.1016/0092-8674(79)90006-0,222454,Cell,"The cytoskeletal framework prepared by detergent lysis of suspension-grown HeLa cells is compared to the structure obtained from poliovirus-infected cells. This framework, which retains major features of cell morphology and carries the cellular polyribosomes as well as the major structural filaments, is profoundly reorganized following virus infection. This reorganization underlies, at least in part, the morphological changes termed the ""cytoplasmic effect."" These cytoskeletal changes appear related to the involvement of the framework with viral-specific metabolism. Extensive cytoskeleton alterations occur even when guanidine inhibits viral replication, and thus result from small amounts of early viral products. The normally spheroidal nucleus deforms, allowing a modified region of the cytoplasm to occupy a central position in the cell, and many membrane-enclosed vesicles peculiar to the infected cell are elaborated here. The skeleton preparation reveals that this region contains intermediate filaments arranged in a pattern unique to infected cells. Further changes occur when viral replication is permitted. The central region filaments become coated with darkly staining material which may be viral RNA. Numerous small particles appear on the filaments which resemble partially assembled virions. Mature virions, however, have no affinity for the cytoskeleton and appear to be free in the cytoplasm. Host cell messenger RNA, normally attached to the skeletal framework, is released in infected cells and is replaced by the viral-specific polyribosomes. The trabecular network which carries polyribosomes appears to be rearranged; the viral polyribosomes are located principally at the cell periphery and are excluded from the central region. The viral replication complex with its double-stranded RNA is also attached to the skeletal framework and may comprise the dark staining material coating the filaments of the central cell region.",PubMed
Synthesis of a mammalian parvovirus in Brij-58-lysed cells.,1978,10.1128/JVI.27.2.453-456.1978,691119,Journal of virology,"An in vitro system was developed, prepared by lysis of parvovirus LuIII-infected cells with Brij-58. In this subcellular system, DNA of viral genome size and synthesized and subsequently packaged into particles with physicochemical properties of mature LuIII virions.",PubMed
Lysis of oncornaviruses by human serum. Isolation of the viral complement (C1) receptor and identification as p15E.,1978,10.1084/jem.147.3.844,632750,The Journal of experimental medicine,"Moloney leukemia virus activated both the classical and alternative pathways of human complement. About 500,000 virions were required to detect activation of the classical pathway whereas 5,000 times as many virions were necessary to initiate the alternative pathway, indicating that in this system only the former is of biological significance. Disruption of the virus with Triton X-100 destroyed its ability to initiate the alternative pathway without affecting its ability to activate the classical pathway. After ultracentrifugation of disrupted virus the active component could be recovered in the supernate and was isolated by isoelectric focusing in granulated gels. Sodium dodecyl sulfate-polyacrylamide gel electrophoretic and analysis and cyanogen bromide digestion studies revealed that the activity resided in a methionine-containing protein having a pI of 7.5 and a molecular weight of approximately equal to 15,000 daltons. The purified protein interacts strongly with Clq and efficiently activates Cl. RNase and lipolytic enzymes had no effect on the isolated protein but incubation with trypsin resulted in loss of activity. Enzymatic digestion studies of surface-labeled virus indicate that the active protein is a viral membrane protein. On the basis of these results it is concluded that the complement receptor of Moloney leukemia virus is the surface protein p15E.",PubMed
Membrane damage in abortive infections of colicin Ib-containing Escherichia coli by bacteriophage T5.,1977,10.1128/JVI.23.1.98-105.1977,328928,Journal of virology,"Strains of Escherichia coli K-12 containing the colicin Ib (Col Ib) factor did not produce progeny phage when infected by T5 bacteriophage. The cells were killed but did not lyse. If sodium dodecyl sulfate (SDS) was added to T5-infected E. coli (Col Ib), lysis occurred prematurely, but no phage were produced. SDS had no effect on infected cells that did not contain the Col Ib factor or on uninfected cells with or without the Col Ib factor. Cells that contained a mutant Col Ib factor that allowed phage production were not prematurely lysed after infection in the presence of SDS. When the Col Ib-containing cells were infected, protein and RNA synthesis stopped at about 10 min postinfection, and the cells released abnormal amounts of 32P-containing material, ATP, and beta-galactosidase into the medium. They also became inhibited in their ability to accumulate thiomethyl-beta-D-galactopyranoside and to utilize glycerol. Two alternative hypotheses are presented to explain these results.",PubMed
RNA polymerase from Bacillus subtilis: isolation of core and holo enzyme by DNA-cellulose chromatography.,1977,10.1093/nar/4.3.603,405660,Nucleic acids research,"A new procedure for the purification of B. subtilis RNA polymerase, based on mild lysis of cells, low speed centrifugation, gel filtration, DEAE-Sephadex chromatography and affinity chromatography on DNA-cellulose, yields three forms of enzyme referred here as enzyme A, B and C. As revealed by SDS gel electrophoresis, enzyme A has the subunit structure of core polymerase plus some small polypeptides. Its catalytic properties are similar to those of core polymerase. Enzyme B has the composition of core polymerase. Both enzymes A and B can be stimulated by the addition of beta factor. Enzyme C has the holo-enzyme composition. The pattern of sensitivity of the three forms of enzyme towards KCl are very different: enzymes A and B, even at low concentration of salt, are inhibited with all the DNA templates tested, whereas enzyme C shows a pattern of stimulation specific for each DNA tested. The transcripts of the three enzymes on phage SPP1 DNA template have been analyzed by hybridization to the separated strands. Only enzyme C selectively transcribed the H strands.",PubMed
Identification and radiochemical purification of the recA protein of Escherichia coli K-12.,1976,10.1073/pnas.73.11.3979,792880,Proceedings of the National Academy of Sciences of the United States of America,"The product of the recA gene of E. coli has been identified by labeling proteins synthesized in UV-treated cells after infection with specialized transducing phages carrying the recA gene. Following infection of UV-treated cells by lambda precA, which carries the recA+ gene, a major protein with a molecular weight of 43,000 is detected on polyacrylamide gels containing sodium dodecyl sulfate. This protein is also made after infection of suppressing hosts by lambda precA99, which carries an amber recA- mutation, but is not synthesized after infection of nonsuppressing hosts by this transducing phage. A spontaneous recatrevertant of lambda preca99 induces synthesis of this protein after infection of a nonsuppressing host. The product of the recA gene is a soluble protein found in a complex with a molecular weight of approximately 150,000 after mild detergent lysis of cells.",PubMed
Solubilization of the Semliki Forest virus membrane with sodium deoxycholate.,1976,10.1016/0005-2736(76)90197-8,1276219,Biochimica et biophysica acta,"The effects of increasing concentrations of sodium deoxycholate on Semliki Forest have been studied. Sodium deoxycholate begins to bind to the virus at less than 0.1 mM free equilibrium concentration and causes lysis of the viral membrane at 0.9 +/- 0.1 mM free equilibrium concentration when 2.2 +/- 0.2 - 103 mol of sodium deoxycholate are bound per mol of virus. Liberation of proteins from the membrane begins at 1.5 +/- 0.1 mM sodium deoxycholate and the proteins released are virtually free from phospholipid above 2.0 mM sodium deoxycholate. The overall mechanism of sodium deoxycholate solubilization of the viral membrane resembles that of Triton X-100 and sodium dodecyl sulphate except that with sodium deoxycholate the various stages of membrane disruption occur at about 10-fold higher equilibrium free detergent concentrations. At sodium deoxycholate concentrations higher than 2.3 mM the viral spike glycoproteins can be separated by sucrose gradient centrifugation or gel filtration into constituent polypeptides E1, E2 and E3. E1 carries the haemagglutinating activity of the virus.",PubMed
Rapid lysis of vaccinia virus on neutral sucrose gradients with release of intact DNA.,1976,10.1016/0003-2697(76)90010-5,1064285,Acta pathologica et microbiologica Scandinavica. Supplement,,PubMed
